Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
HM000570,39,Male,Dress,Clothing,43.65,Detroit,XS,Black,Summer,3.7,Yes,Standard,25%,FREESHIP,13,Gift Card,Monthly
HM000571,49,Male,Bomber Jacket,Outerwear,102.84,Las Vegas,XL,Pink,Summer,4.9,Yes,Store Pickup,15%,FALL15,2,PayPal,Annually
HM000572,30,Male,Handbag,Accessories,16.84,Philadelphia,One Size,Cream,Summer,4.4,No,Express,25%,MEMBER25,14,Gift Card,Monthly
HM000573,58,Male,Boots,Footwear,81.85,Jacksonville,S,Beige,Fall,3.9,Yes,Standard,None,None,2,Debit Card,Annually
HM000574,34,Female,Sunglasses,Accessories,33.68,Austin,One Size,Navy,Summer,4.1,No,Standard,25%,NEWYEAR15,3,Klarna,Annually
HM000575,32,Female,Leggings,Clothing,46.12,San Diego,XL,Pink,Fall,4.8,No,Standard,25%,SAVE30,12,Google Pay,Monthly
HM000576,58,Male,Belt,Accessories,11.15,San Antonio,One Size,Cream,Spring,4.0,No,Express,10%,WELCOME10,2,Gift Card,Annually
HM000577,29,Male,Skirt,Clothing,39.77,New York,XS,Brown,Summer,4.8,Yes,Store Pickup,30%,SAVE30,8,Apple Pay,Quarterly
HM000578,19,Male,Flats,Footwear,36.33,Phoenix,L,Navy,Spring,5.0,No,Store Pickup,30%,FREESHIP,5,Google Pay,Quarterly
HM000579,18,Male,Watch,Accessories,13.50,Miami,One Size,Yellow,Summer,4.4,Yes,Next Day,None,None,8,Credit Card,Quarterly
HM000580,52,Female,Sneakers,Footwear,58.51,San Diego,XS,Pink,Fall,3.2,No,Express,None,None,9,PayPal,Quarterly
HM000581,43,Female,Denim Jacket,Outerwear,55.19,New York,XL,Brown,Spring,2.2,Yes,Next Day,25%,FALL15,24,PayPal,Weekly
HM000582,19,Male,Boots,Footwear,75.87,Los Angeles,XXL,Brown,Spring,2.3,Yes,Next Day,15%,FLASH25,5,Klarna,Quarterly
HM000583,49,Male,Cardigan,Clothing,48.60,Boston,XL,Beige,Fall,3.3,No,Standard,None,None,3,Klarna,Annually
HM000584,42,Male,Dress,Clothing,30.88,San Jose,XXL,Beige,Summer,3.2,No,Express,10%,FLASH25,4,Gift Card,Annually
HM000585,21,Male,Bomber Jacket,Outerwear,65.10,San Diego,S,Olive,Winter,4.3,Yes,Express,25%,SUMMER20,20,Klarna,Weekly
HM000586,18,Female,Loafers,Footwear,97.08,Boston,XS,Gray,Spring,4.9,No,Next Day,None,None,13,Credit Card,Monthly
HM000587,26,Male,Watch,Accessories,12.73,Denver,One Size,Green,Spring,3.3,Yes,Store Pickup,15%,MEMBER25,22,Klarna,Weekly
HM000588,38,Male,Scarf,Accessories,17.10,Las Vegas,One Size,Red,Winter,2.2,Yes,Standard,25%,NEWYEAR15,17,Apple Pay,Bi-weekly
HM000589,21,Male,Running Shoes,Footwear,85.37,San Jose,XL,Pink,Spring,3.8,No,Express,25%,SUMMER20,12,Gift Card,Monthly
HM000590,29,Male,Bomber Jacket,Outerwear,106.47,Portland,L,Pink,Spring,4.0,No,Standard,25%,STUDENT10,6,Debit Card,Quarterly
HM000591,49,Female,Parka,Outerwear,140.20,San Antonio,M,Gray,Winter,3.0,No,Standard,15%,MEMBER25,8,Google Pay,Quarterly
HM000592,57,Male,Sandals,Footwear,71.30,Denver,XS,Purple,Winter,4.3,No,Standard,20%,WELCOME10,14,Apple Pay,Monthly
HM000593,62,Male,Bomber Jacket,Outerwear,68.43,Detroit,M,Blue,Spring,4.6,No,Express,30%,MEMBER25,3,PayPal,Annually
HM000594,18,Female,Trench Coat,Outerwear,64.09,San Antonio,L,Brown,Fall,3.1,Yes,Express,None,None,0,Credit Card,Rarely
HM000595,24,Female,Basic T-Shirt,Clothing,38.68,San Diego,S,Purple,Fall,3.5,Yes,Next Day,20%,FREESHIP,9,Apple Pay,Quarterly
HM000596,24,Female,Parka,Outerwear,63.70,San Diego,S,Gray,Spring,1.5,No,Express,25%,NEWYEAR15,14,Debit Card,Monthly
HM000597,60,Female,Denim Jacket,Outerwear,113.96,Houston,XS,Burgundy,Winter,4.2,No,Store Pickup,10%,FLASH25,12,Apple Pay,Monthly
HM000598,25,Female,Dress,Clothing,34.67,Phoenix,XS,Burgundy,Summer,3.6,Yes,Store Pickup,30%,FLASH25,4,Apple Pay,Annually
HM000599,32,Female,Hoodie,Clothing,58.79,Chicago,XXL,Blue,Spring,2.1,No,Express,None,None,9,Gift Card,Quarterly
HM000600,42,Male,Sneakers,Footwear,109.22,Seattle,XXL,Red,Fall,3.1,Yes,Express,None,None,12,PayPal,Monthly
HM000601,60,Male,Backpack,Accessories,32.32,Dallas,One Size,Black,Spring,4.1,Yes,Standard,10%,WELCOME10,10,Google Pay,Monthly
HM000602,31,Male,Jacket,Clothing,74.92,Jacksonville,L,Gray,Summer,4.1,No,Store Pickup,None,None,1,Google Pay,Rarely
HM000603,36,Male,Sunglasses,Accessories,39.21,Denver,One Size,Gray,Winter,4.9,Yes,Express,15%,FREESHIP,24,Google Pay,Weekly
HM000604,32,Male,Bomber Jacket,Outerwear,75.57,New York,S,Beige,Summer,3.8,No,Standard,None,None,3,PayPal,Annually
HM000605,23,Male,Belt,Accessories,17.92,San Diego,One Size,Beige,Fall,4.6,Yes,Next Day,30%,FALL15,19,PayPal,Bi-weekly
HM000606,22,Female,Leggings,Clothing,47.98,New York,XXL,Burgundy,Spring,4.2,Yes,Store Pickup,10%,MEMBER25,10,Gift Card,Monthly
HM000607,43,Male,Jeans,Clothing,45.88,Miami,S,Olive,Fall,3.7,Yes,Express,25%,FLASH25,2,Gift Card,Annually
HM000608,26,Female,Dress,Clothing,35.28,Portland,M,Beige,Summer,4.6,No,Standard,30%,FLASH25,7,Credit Card,Quarterly
HM000609,32,Female,Running Shoes,Footwear,103.69,Detroit,L,White,Summer,3.1,Yes,Next Day,10%,SUMMER20,1,Apple Pay,Rarely
HM000610,56,Male,Running Shoes,Footwear,53.76,Phoenix,L,Black,Fall,3.1,Yes,Store Pickup,10%,STUDENT10,19,Gift Card,Bi-weekly
HM000611,43,Female,Skirt,Clothing,46.44,Chicago,XS,Navy,Summer,4.2,Yes,Standard,30%,SAVE30,12,PayPal,Monthly
HM000612,38,Female,Parka,Outerwear,137.54,Chicago,S,Beige,Summer,4.1,No,Standard,None,None,4,Gift Card,Annually
HM000613,19,Female,Trench Coat,Outerwear,133.50,Las Vegas,M,Yellow,Winter,4.9,No,Next Day,25%,MEMBER25,9,Apple Pay,Quarterly
HM000614,63,Male,Parka,Outerwear,93.07,Philadelphia,XL,Yellow,Fall,4.2,No,Store Pickup,10%,FALL15,0,Google Pay,Rarely
HM000615,21,Male,Winter Coat,Outerwear,61.17,Atlanta,XS,Navy,Fall,4.3,Yes,Express,30%,FREESHIP,9,Google Pay,Quarterly
HM000616,41,Female,Flats,Footwear,73.50,Chicago,M,Cream,Spring,4.1,No,Standard,None,None,12,Apple Pay,Monthly
HM000617,34,Male,Parka,Outerwear,103.40,Philadelphia,XXL,Blue,Winter,4.8,No,Standard,25%,FALL15,8,Credit Card,Quarterly
HM000618,39,Female,Sunglasses,Accessories,23.36,San Diego,One Size,Green,Winter,3.6,No,Next Day,None,None,7,Gift Card,Quarterly
HM000619,62,Male,Ankle Boots,Footwear,50.20,San Antonio,L,Pink,Winter,3.3,No,Express,None,None,2,PayPal,Annually
HM000620,42,Female,Cardigan,Clothing,32.06,Denver,M,Red,Fall,4.7,No,Store Pickup,15%,WELCOME10,3,Gift Card,Annually
HM000621,64,Female,Basic T-Shirt,Clothing,20.07,Los Angeles,L,Black,Fall,4.8,Yes,Standard,15%,SUMMER20,10,Gift Card,Monthly
HM000622,60,Male,Bomber Jacket,Outerwear,110.92,Boston,M,Black,Summer,4.2,No,Next Day,15%,FREESHIP,2,Debit Card,Annually
HM000623,60,Female,Boots,Footwear,87.76,Miami,XXL,Beige,Spring,3.7,No,Next Day,None,None,1,Debit Card,Rarely
HM000624,36,Male,Handbag,Accessories,22.21,Jacksonville,One Size,Pink,Spring,3.2,Yes,Store Pickup,None,None,1,Klarna,Rarely
HM000625,52,Male,Leggings,Clothing,16.68,Chicago,S,Cream,Summer,4.8,No,Next Day,None,None,5,Klarna,Quarterly
HM000626,63,Female,Dress,Clothing,21.05,San Diego,XL,Red,Summer,4.2,No,Standard,10%,MEMBER25,11,PayPal,Monthly
HM000627,20,Male,Sandals,Footwear,63.77,Houston,XL,Blue,Spring,1.4,No,Store Pickup,None,None,2,PayPal,Annually
HM000628,53,Male,Winter Coat,Outerwear,104.58,Jacksonville,XS,Red,Fall,3.3,No,Store Pickup,None,None,9,Klarna,Quarterly
HM000629,52,Female,Belt,Accessories,11.68,Austin,One Size,Gray,Fall,4.1,Yes,Express,None,None,23,Klarna,Weekly
HM000630,22,Male,Ankle Boots,Footwear,82.72,Portland,XL,Yellow,Winter,3.2,No,Standard,30%,FLASH25,5,Debit Card,Quarterly
HM000631,52,Female,Chinos,Clothing,66.14,Seattle,L,Navy,Fall,4.0,No,Express,None,None,0,PayPal,Rarely
HM000632,63,Male,Belt,Accessories,14.94,San Diego,One Size,Cream,Fall,3.2,No,Next Day,25%,FREESHIP,5,Google Pay,Quarterly
HM000633,43,Male,Sweater,Clothing,14.30,Las Vegas,L,Brown,Spring,3.1,No,Express,15%,FALL15,5,PayPal,Quarterly
HM000634,32,Female,Belt,Accessories,29.38,Detroit,One Size,Purple,Winter,3.1,Yes,Standard,None,None,18,Gift Card,Bi-weekly
HM000635,29,Female,Scarf,Accessories,28.51,Detroit,One Size,Gray,Summer,3.0,Yes,Standard,None,None,10,Klarna,Monthly
HM000636,58,Male,Parka,Outerwear,167.00,San Diego,XS,Navy,Summer,4.7,Yes,Express,None,None,14,Apple Pay,Monthly
HM000637,50,Male,Bomber Jacket,Outerwear,104.11,Los Angeles,XXL,Olive,Winter,3.6,No,Store Pickup,30%,NEWYEAR15,6,Debit Card,Quarterly
HM000638,18,Male,Loafers,Footwear,79.35,Boston,S,Purple,Spring,2.5,No,Store Pickup,None,None,12,Credit Card,Monthly
HM000639,47,Male,Flats,Footwear,53.43,Las Vegas,XXL,Olive,Spring,3.6,No,Express,30%,SAVE30,0,Credit Card,Rarely
HM000640,58,Male,Parka,Outerwear,176.51,Miami,M,Purple,Spring,4.7,Yes,Store Pickup,None,None,24,Google Pay,Weekly
HM000641,27,Male,Jeans,Clothing,41.98,Houston,XXL,White,Spring,4.8,No,Standard,15%,STUDENT10,6,Google Pay,Quarterly
HM000642,57,Male,Watch,Accessories,35.14,Chicago,One Size,Black,Spring,4.8,No,Express,10%,FLASH25,5,Gift Card,Quarterly
HM000643,25,Male,Loafers,Footwear,87.49,San Antonio,M,Red,Fall,1.1,No,Standard,None,None,12,Apple Pay,Monthly
HM000644,41,Male,Jewelry,Accessories,37.28,Denver,One Size,Purple,Spring,4.0,No,Express,10%,MEMBER25,3,Apple Pay,Annually
HM000645,67,Male,Backpack,Accessories,18.26,Boston,One Size,Cream,Summer,3.7,Yes,Store Pickup,None,None,4,Apple Pay,Annually
HM000646,35,Male,Parka,Outerwear,65.07,Detroit,S,Blue,Summer,2.2,No,Standard,30%,FLASH25,9,Gift Card,Quarterly
HM000647,53,Female,Bag,Accessories,17.12,Detroit,One Size,Purple,Spring,1.4,Yes,Next Day,15%,SUMMER20,22,Debit Card,Weekly
HM000648,33,Male,Blazer,Clothing,67.26,Austin,L,Black,Summer,3.5,No,Next Day,None,None,4,Klarna,Annually
HM000649,46,Male,Sandals,Footwear,90.10,San Antonio,XXL,Olive,Spring,3.5,Yes,Standard,10%,FALL15,21,Google Pay,Weekly
HM000650,53,Male,Denim Jacket,Outerwear,112.58,Atlanta,L,Black,Winter,4.9,No,Express,25%,MEMBER25,0,Klarna,Rarely
HM000651,50,Female,Puffer Jacket,Outerwear,68.60,San Diego,S,White,Summer,3.3,No,Standard,None,None,5,Credit Card,Quarterly
HM000652,46,Male,Cardigan,Clothing,18.49,Philadelphia,S,Black,Fall,4.4,Yes,Next Day,30%,NEWYEAR15,19,Gift Card,Bi-weekly
HM000653,32,Female,Boots,Footwear,71.10,Philadelphia,M,Pink,Summer,3.6,No,Store Pickup,15%,STUDENT10,3,Apple Pay,Annually
HM000654,52,Female,Parka,Outerwear,161.84,Chicago,XS,Blue,Spring,3.4,Yes,Express,None,None,1,PayPal,Rarely
HM000655,61,Female,Wallet,Accessories,13.86,Los Angeles,One Size,Blue,Fall,2.0,Yes,Express,None,None,21,Debit Card,Weekly
HM000656,56,Female,Sandals,Footwear,86.32,Atlanta,S,Brown,Fall,4.2,No,Store Pickup,None,None,4,Debit Card,Annually
HM000657,59,Female,Basic T-Shirt,Clothing,19.91,San Diego,S,Green,Spring,3.3,No,Express,None,None,14,Google Pay,Monthly
HM000658,47,Male,Ankle Boots,Footwear,57.89,Detroit,XS,Blue,Summer,4.8,No,Next Day,20%,MEMBER25,13,Apple Pay,Monthly
HM000659,51,Male,Boots,Footwear,66.58,Atlanta,XS,Blue,Spring,2.0,No,Express,25%,MEMBER25,11,Debit Card,Monthly
HM000660,38,Female,Joggers,Clothing,60.64,Miami,M,Olive,Spring,3.0,No,Express,None,None,1,Klarna,Rarely
HM000661,42,Male,Leggings,Clothing,67.18,Austin,XS,Red,Spring,1.9,No,Next Day,10%,MEMBER25,2,Klarna,Annually
HM000662,20,Male,Joggers,Clothing,38.13,Los Angeles,M,Beige,Summer,4.7,No,Store Pickup,25%,FLASH25,10,Gift Card,Monthly
HM000663,65,Female,Jacket,Clothing,18.21,Phoenix,XS,Green,Spring,4.5,No,Standard,None,None,1,Debit Card,Rarely
HM000664,39,Female,Jewelry,Accessories,46.13,San Jose,One Size,Beige,Winter,3.2,Yes,Store Pickup,None,None,0,Google Pay,Rarely
HM000665,31,Female,Scarf,Accessories,16.37,Los Angeles,One Size,Black,Summer,4.5,Yes,Next Day,15%,FALL15,17,Klarna,Bi-weekly
HM000666,66,Male,Hat,Accessories,34.68,Detroit,One Size,Red,Summer,4.7,Yes,Next Day,None,None,7,Klarna,Quarterly
HM000667,35,Male,Puffer Jacket,Outerwear,98.34,Detroit,M,White,Summer,4.7,No,Store Pickup,None,None,9,Debit Card,Quarterly
HM000668,54,Female,Loafers,Footwear,99.49,Atlanta,M,Purple,Summer,4.0,No,Express,15%,SUMMER20,3,PayPal,Annually
HM000669,57,Male,Sandals,Footwear,54.59,Las Vegas,M,Green,Fall,4.1,No,Express,None,None,0,Apple Pay,Rarely
HM000670,66,Female,Joggers,Clothing,36.78,San Diego,L,Burgundy,Spring,3.6,No,Next Day,25%,FALL15,6,Google Pay,Quarterly
HM000671,25,Male,Running Shoes,Footwear,117.20,New York,XL,Pink,Fall,1.5,No,Express,None,None,4,Debit Card,Annually
HM000672,64,Male,Chinos,Clothing,74.45,Phoenix,XL,Green,Fall,4.4,No,Store Pickup,None,None,7,Klarna,Quarterly
HM000673,33,Male,Sunglasses,Accessories,9.12,Philadelphia,One Size,Navy,Fall,4.7,No,Express,10%,MEMBER25,11,Credit Card,Monthly
HM000674,45,Female,Winter Coat,Outerwear,57.86,Jacksonville,M,Gray,Summer,3.7,No,Standard,10%,WELCOME10,0,PayPal,Rarely
HM000675,27,Male,Boots,Footwear,80.92,Portland,M,Purple,Fall,3.0,No,Store Pickup,None,None,6,Credit Card,Quarterly
HM000676,36,Female,Skirt,Clothing,72.45,Chicago,S,Brown,Spring,4.1,No,Next Day,None,None,12,Debit Card,Monthly
HM000677,64,Male,Denim Jacket,Outerwear,76.97,Los Angeles,L,White,Spring,3.3,Yes,Store Pickup,None,None,12,Debit Card,Monthly
HM000678,49,Male,Loafers,Footwear,51.72,Houston,XL,Olive,Summer,3.6,Yes,Next Day,20%,SAVE30,11,Debit Card,Monthly
HM000679,27,Male,Sneakers,Footwear,76.47,Jacksonville,XS,Purple,Fall,4.9,No,Next Day,None,None,7,Google Pay,Quarterly
HM000680,22,Female,Jewelry,Accessories,33.44,San Diego,One Size,Burgundy,Winter,4.4,Yes,Store Pickup,20%,FALL15,4,Klarna,Annually
HM000681,41,Male,Bag,Accessories,38.39,Dallas,One Size,Purple,Summer,4.5,No,Next Day,15%,FREESHIP,10,PayPal,Monthly
HM000682,30,Female,Handbag,Accessories,14.83,Phoenix,One Size,Black,Summer,3.3,No,Store Pickup,10%,WELCOME10,11,Klarna,Monthly
HM000683,38,Male,Jacket,Clothing,31.03,Denver,XS,Red,Winter,1.9,Yes,Standard,30%,SAVE30,20,Apple Pay,Weekly
HM000684,41,Male,Parka,Outerwear,140.30,Las Vegas,XL,Pink,Fall,4.4,No,Store Pickup,20%,NEWYEAR15,11,Google Pay,Monthly
HM000685,32,Female,Sneakers,Footwear,42.31,San Jose,XS,Gray,Winter,4.5,Yes,Standard,20%,NEWYEAR15,12,Gift Card,Monthly
HM000686,19,Male,Polo Shirt,Clothing,47.42,Las Vegas,L,Brown,Spring,4.8,No,Express,25%,WELCOME10,0,Klarna,Rarely
HM000687,48,Female,Running Shoes,Footwear,32.94,Austin,L,Olive,Spring,5.0,Yes,Standard,20%,FLASH25,21,Debit Card,Weekly
HM000688,19,Female,Skirt,Clothing,55.83,Seattle,S,Olive,Winter,3.2,No,Next Day,10%,MEMBER25,11,PayPal,Monthly
HM000689,25,Male,Scarf,Accessories,11.18,Houston,One Size,Gray,Fall,3.5,No,Express,None,None,3,Klarna,Annually
HM000690,46,Male,Tank Top,Clothing,44.64,Jacksonville,XL,Purple,Winter,4.7,No,Express,None,None,11,Debit Card,Monthly
HM000691,29,Male,Denim Jacket,Outerwear,95.99,Los Angeles,L,Red,Spring,4.0,No,Next Day,10%,FLASH25,0,Apple Pay,Rarely
HM000692,32,Male,Coat,Clothing,28.27,Miami,S,Green,Spring,3.2,No,Express,10%,FALL15,0,Credit Card,Rarely
HM000693,33,Female,Leggings,Clothing,62.80,San Jose,XL,Burgundy,Winter,3.4,No,Store Pickup,10%,SUMMER20,6,Gift Card,Quarterly
HM000694,67,Male,Ankle Boots,Footwear,78.36,Las Vegas,XXL,Beige,Fall,1.2,No,Next Day,None,None,8,Google Pay,Quarterly
HM000695,36,Male,Backpack,Accessories,22.39,Phoenix,One Size,Beige,Winter,4.4,No,Standard,25%,STUDENT10,7,Apple Pay,Quarterly
HM000696,19,Female,Winter Coat,Outerwear,124.55,Seattle,L,Gray,Summer,4.2,No,Store Pickup,20%,SUMMER20,0,Klarna,Rarely
HM000697,43,Female,Blazer,Clothing,10.94,Dallas,L,Pink,Spring,4.1,No,Express,30%,FREESHIP,14,Apple Pay,Monthly
HM000698,57,Female,Trench Coat,Outerwear,72.17,Dallas,XL,Yellow,Winter,3.6,Yes,Next Day,10%,STUDENT10,24,Debit Card,Weekly
HM000699,55,Male,Belt,Accessories,34.17,Houston,One Size,Blue,Winter,4.0,No,Standard,30%,FREESHIP,7,Apple Pay,Quarterly
HM000700,60,Female,Sweater,Clothing,47.23,Austin,XS,Purple,Winter,4.2,Yes,Standard,15%,STUDENT10,13,Klarna,Monthly
HM000701,50,Male,Running Shoes,Footwear,32.19,Philadelphia,XS,Beige,Summer,3.7,No,Next Day,30%,FALL15,2,Apple Pay,Annually
HM000702,67,Female,Heels,Footwear,83.04,San Antonio,S,Brown,Winter,3.6,Yes,Standard,30%,MEMBER25,0,Apple Pay,Rarely
HM000703,67,Male,Jacket,Clothing,16.63,Houston,L,Pink,Spring,4.5,Yes,Next Day,25%,STUDENT10,7,Debit Card,Quarterly
HM000704,62,Male,Basic T-Shirt,Clothing,27.50,New York,L,Cream,Winter,3.1,No,Standard,None,None,6,Google Pay,Quarterly
HM000705,66,Female,Heels,Footwear,112.16,Austin,S,Beige,Fall,3.9,No,Express,None,None,0,Apple Pay,Rarely
HM000706,67,Female,Wallet,Accessories,30.02,San Jose,One Size,White,Spring,4.5,No,Store Pickup,25%,NEWYEAR15,13,Apple Pay,Monthly
HM000707,62,Female,Basic T-Shirt,Clothing,16.18,Jacksonville,XS,Blue,Winter,3.5,No,Express,None,None,11,Klarna,Monthly
HM000708,51,Male,Parka,Outerwear,140.37,Miami,XL,Olive,Spring,1.0,Yes,Standard,None,None,8,Gift Card,Quarterly
HM000709,20,Female,Polo Shirt,Clothing,27.45,Los Angeles,XXL,Green,Fall,3.5,No,Next Day,20%,FREESHIP,9,Debit Card,Quarterly
HM000710,53,Female,Watch,Accessories,19.86,Houston,One Size,Green,Fall,3.4,Yes,Store Pickup,None,None,21,Credit Card,Weekly
HM000711,36,Female,Jewelry,Accessories,15.96,Chicago,One Size,Red,Winter,3.0,No,Standard,30%,FLASH25,10,Debit Card,Monthly
HM000712,41,Female,Jewelry,Accessories,18.76,Philadelphia,One Size,Pink,Spring,4.9,Yes,Standard,None,None,19,Credit Card,Bi-weekly
HM000713,36,Male,Jeans,Clothing,33.70,Phoenix,XL,Cream,Spring,3.5,No,Express,None,None,11,Debit Card,Monthly
HM000714,42,Female,Joggers,Clothing,59.68,San Antonio,XXL,White,Spring,3.3,Yes,Standard,None,None,7,Klarna,Quarterly
HM000715,58,Female,Basic T-Shirt,Clothing,68.63,Boston,L,Green,Summer,2.3,Yes,Store Pickup,None,None,20,Credit Card,Weekly
HM000716,37,Male,Handbag,Accessories,23.99,Denver,One Size,Burgundy,Winter,3.7,Yes,Next Day,30%,MEMBER25,0,Klarna,Rarely
HM000717,52,Female,Parka,Outerwear,51.11,Seattle,XL,Black,Winter,3.9,No,Next Day,20%,SAVE30,4,PayPal,Annually
HM000718,31,Male,Denim Jacket,Outerwear,76.48,New York,L,Gray,Winter,4.3,No,Standard,None,None,12,PayPal,Monthly
HM000719,40,Male,Denim Jacket,Outerwear,74.19,Boston,XL,Brown,Spring,3.7,No,Express,None,None,7,Apple Pay,Quarterly
HM000720,35,Female,Sunglasses,Accessories,13.92,Denver,One Size,Cream,Winter,3.3,No,Express,None,None,12,Apple Pay,Monthly
HM000721,28,Female,Blazer,Clothing,28.99,New York,M,Gray,Summer,4.0,No,Store Pickup,15%,STUDENT10,5,Klarna,Quarterly
HM000722,19,Male,Bomber Jacket,Outerwear,76.30,San Jose,XS,Olive,Summer,4.0,Yes,Store Pickup,None,None,23,PayPal,Weekly
HM000723,36,Male,Sneakers,Footwear,32.69,Seattle,M,Brown,Spring,1.4,No,Next Day,30%,MEMBER25,14,Apple Pay,Monthly
HM000724,25,Female,Cardigan,Clothing,51.70,Dallas,XL,Brown,Spring,4.5,Yes,Store Pickup,None,None,7,Google Pay,Quarterly
HM000725,33,Male,Flats,Footwear,47.02,San Antonio,XXL,White,Winter,4.0,Yes,Express,None,None,22,Credit Card,Weekly
HM000726,19,Male,Dress,Clothing,29.12,San Antonio,XL,Cream,Fall,1.2,Yes,Standard,None,None,11,Debit Card,Monthly
HM000727,58,Male,Winter Coat,Outerwear,104.62,Las Vegas,XL,Beige,Spring,3.0,No,Store Pickup,None,None,7,Google Pay,Quarterly
HM000728,43,Male,Coat,Clothing,48.89,Atlanta,M,Purple,Winter,3.5,Yes,Standard,15%,MEMBER25,4,Apple Pay,Annually
HM000729,34,Female,Winter Coat,Outerwear,63.24,Atlanta,M,Red,Summer,1.6,No,Store Pickup,25%,STUDENT10,11,PayPal,Monthly
HM000730,29,Male,Hat,Accessories,35.97,Dallas,One Size,Green,Summer,1.9,Yes,Standard,None,None,17,Google Pay,Bi-weekly
HM000731,50,Male,Parka,Outerwear,96.08,Denver,M,Navy,Summer,5.0,Yes,Store Pickup,None,None,0,Klarna,Rarely
HM000732,49,Male,Cardigan,Clothing,64.73,Philadelphia,XL,Blue,Winter,4.9,No,Store Pickup,None,None,11,Google Pay,Monthly
HM000733,47,Female,Loafers,Footwear,75.12,Detroit,S,Black,Summer,3.2,Yes,Next Day,None,None,8,Google Pay,Quarterly
HM000734,42,Male,Boots,Footwear,71.86,San Diego,XS,Blue,Fall,4.2,No,Express,30%,FLASH25,5,Credit Card,Quarterly
HM000735,33,Female,Flats,Footwear,45.67,Denver,S,Olive,Summer,3.7,Yes,Standard,20%,STUDENT10,12,Gift Card,Monthly
HM000736,44,Male,Tank Top,Clothing,17.32,New York,XS,Brown,Summer,3.2,No,Store Pickup,30%,FLASH25,13,Klarna,Monthly
HM000737,27,Male,Handbag,Accessories,8.97,Phoenix,One Size,Black,Fall,3.2,No,Next Day,15%,STUDENT10,9,Gift Card,Quarterly
HM000738,42,Female,Scarf,Accessories,33.22,Phoenix,One Size,Black,Winter,4.4,Yes,Store Pickup,None,None,13,Google Pay,Monthly
HM000739,21,Male,Flats,Footwear,58.28,Portland,XXL,Yellow,Summer,3.7,Yes,Standard,None,None,20,Klarna,Weekly
HM000740,65,Male,Wallet,Accessories,18.74,Las Vegas,One Size,Cream,Fall,3.2,No,Express,None,None,10,Credit Card,Monthly
HM000741,42,Female,Flats,Footwear,94.74,Philadelphia,XL,Brown,Summer,5.0,Yes,Next Day,None,None,22,Google Pay,Weekly
HM000742,31,Female,Sunglasses,Accessories,43.67,Los Angeles,One Size,Gray,Fall,1.4,No,Next Day,None,None,13,Apple Pay,Monthly
HM000743,29,Female,Flats,Footwear,88.51,Miami,XXL,Cream,Spring,4.6,Yes,Next Day,20%,WELCOME10,19,PayPal,Bi-weekly
HM000744,46,Female,Watch,Accessories,18.77,Houston,One Size,Gray,Summer,2.1,Yes,Store Pickup,None,None,19,Klarna,Bi-weekly
HM000745,56,Female,Blazer,Clothing,32.29,San Jose,M,Green,Summer,5.0,No,Next Day,None,None,3,Gift Card,Annually
HM000746,57,Male,Jewelry,Accessories,28.41,Boston,One Size,White,Fall,4.6,Yes,Store Pickup,25%,STUDENT10,11,Klarna,Monthly
HM000747,53,Female,Sweater,Clothing,61.51,Phoenix,XL,Navy,Winter,4.1,No,Next Day,10%,SAVE30,10,Apple Pay,Monthly
HM000748,26,Male,Dress,Clothing,14.63,Las Vegas,S,Yellow,Summer,3.7,No,Next Day,10%,MEMBER25,4,Klarna,Annually
HM000749,37,Male,Backpack,Accessories,24.41,Denver,One Size,Gray,Fall,4.6,No,Standard,None,None,14,Apple Pay,Monthly
HM000750,64,Male,Watch,Accessories,33.56,Philadelphia,One Size,White,Spring,3.3,Yes,Next Day,25%,SUMMER20,5,Gift Card,Quarterly
HM000751,22,Male,Trench Coat,Outerwear,132.39,Atlanta,L,Olive,Spring,4.9,Yes,Store Pickup,25%,SUMMER20,1,Credit Card,Rarely
HM000752,24,Female,Wallet,Accessories,12.00,Philadelphia,One Size,White,Winter,3.3,Yes,Standard,20%,NEWYEAR15,2,Debit Card,Annually
HM000753,58,Male,Dress,Clothing,13.76,Los Angeles,M,Green,Summer,3.7,Yes,Next Day,15%,FALL15,12,Klarna,Monthly
HM000754,65,Male,Joggers,Clothing,63.69,Atlanta,XL,Black,Spring,4.8,Yes,Next Day,None,None,18,Gift Card,Bi-weekly
HM000755,67,Male,Denim Jacket,Outerwear,79.24,New York,S,Blue,Spring,2.5,No,Express,None,None,2,PayPal,Annually
HM000756,58,Female,Dress,Clothing,30.09,New York,XS,Pink,Winter,4.2,No,Standard,10%,FREESHIP,3,Google Pay,Annually
HM000757,39,Male,Blazer,Clothing,17.72,Miami,M,Olive,Fall,3.6,Yes,Next Day,10%,MEMBER25,23,Google Pay,Weekly
HM000758,46,Female,Puffer Jacket,Outerwear,67.13,San Jose,XL,Green,Spring,3.9,No,Store Pickup,15%,FREESHIP,8,Apple Pay,Quarterly
HM000759,42,Male,Trench Coat,Outerwear,149.81,Atlanta,XS,Beige,Winter,4.5,Yes,Store Pickup,15%,FREESHIP,12,Gift Card,Monthly
